"School ID","School Name","Decile","From","To","Number of deciles"
1,"Te Kao School",1,2000,2002,3
1,"Te Kao School",2,2003,2017,3
1,"Te Kao School",3,2005,2007,3
2,"Taipa Area School",2,2000,2017,2
2,"Taipa Area School",3,2008,2011,2
3,"Kaitaia College",2,2003,2017,2
3,"Kaitaia College",3,2000,2007,2
4,"Whangaroa College",1,2015,2017,2
4,"Whangaroa College",2,2000,2014,2
5,"Kerikeri High School",6,2015,2017,3
5,"Kerikeri High School",7,2000,2014,3
5,"Kerikeri High School",8,2003,2007,3
6,"Broadwood Area School",1,2008,2017,2
6,"Broadwood Area School",2,2000,2007,2
7,"Okaihau College",2,2000,2017,1
8,"Bay of Islands College",1,2008,2014,2
8,"Bay of Islands College",2,2000,2017,2
9,"Northland College",1,2003,2017,2
9,"Northland College",2,2000,2002,2
10,"Te Kura Taumata o Panguru",1,2000,2017,2
10,"Te Kura Taumata o Panguru",2,2008,2014,2
11,"Opononi Area School",1,2015,2017,2
11,"Opononi Area School",2,2000,2014,2
12,"Tauraroa Area School",5,2000,2007,3
12,"Tauraroa Area School",6,2015,2017,3
12,"Tauraroa Area School",7,2008,2014,3
13,"Kamo High School",4,2015,2017,2
13,"Kamo High School",5,2000,2014,2
14,"Tikipunga High School",1,2003,2007,2
14,"Tikipunga High School",2,2000,2017,2
15,"Whangarei Boys' High School",4,2000,2002,2
15,"Whangarei Boys' High School",5,2003,2017,2
16,"Whangarei Girls' High School",5,2000,2017,1
17,"Pompallier Catholic College",7,2008,2017,2
17,"Pompallier Catholic College",8,2000,2007,2
18,"Mangakahia Area School",3,2003,2017,3
18,"Mangakahia Area School",4,2001,2002,3
18,"Mangakahia Area School",5,2000,2000,3
19,"Dargaville High School",3,2000,2017,1
20,"Bream Bay College",4,2002,2014,2
20,"Bream Bay College",5,2000,2017,2
21,"Otamatea High School",4,2015,2017,3
21,"Otamatea High School",5,2000,2002,3
21,"Otamatea High School",6,2003,2014,3
22,"Ruawai College",4,2000,2017,2
22,"Ruawai College",5,2008,2014,2
23,"Rodney College",3,2000,2002,3
23,"Rodney College",4,2011,2017,3
23,"Rodney College",5,2003,2010,3
24,"Mahurangi College",7,2005,2017,2
24,"Mahurangi College",8,2000,2014,2
25,"Orewa College",8,2000,2007,2
25,"Orewa College",9,2003,2017,2
26,"Kaipara College",6,2000,2002,2
26,"Kaipara College",7,2003,2017,2
27,"Long Bay College",10,2000,2017,1
28,"Rangitoto College",10,2000,2017,1
29,"Kristin School",10,2000,2017,1
30,"Glenfield College",6,2015,2017,3
30,"Glenfield College",7,2000,2014,3
30,"Glenfield College",8,2003,2007,3
31,"Birkenhead College",6,2000,2017,1
32,"Northcote College",7,2015,2017,3
32,"Northcote College",8,2013,2014,3
32,"Northcote College",9,2000,2012,3
33,"Hato Petera College",2,2000,2014,2
33,"Hato Petera College",3,2005,2017,2
35,"Carmel College",9,2015,2017,2
35,"Carmel College",10,2000,2014,2
36,"Takapuna Grammar School",10,2000,2017,1
37,"Westlake Boys' High School",9,2008,2017,2
37,"Westlake Boys' High School",10,2000,2007,2
38,"Westlake Girls' High School",9,2008,2017,2
38,"Westlake Girls' High School",10,2000,2007,2
39,"Rosmini College",9,2008,2017,2
39,"Rosmini College",10,2000,2007,2
40,"Rutherford College",4,2000,2002,3
40,"Rutherford College",5,2003,2017,3
40,"Rutherford College",6,2008,2014,3
41,"Macleans College",9,2015,2017,2
41,"Macleans College",10,2000,2014,2
42,"Green Bay High School",7,2000,2007,2
42,"Green Bay High School",8,2008,2017,2
43,"Massey High School",4,2015,2017,3
43,"Massey High School",5,2000,2014,3
43,"Massey High School",6,2005,2007,3
44,"Waitakere College",3,2008,2017,2
44,"Waitakere College",4,2000,2007,2
45,"Henderson High School",3,2000,2017,2
45,"Henderson High School",4,2008,2014,2
46,"Liston College",5,2000,2017,2
46,"Liston College",6,2005,2007,2
47,"St Dominic's Catholic College (Henderson)",5,2000,2017,2
47,"St Dominic's Catholic College (Henderson)",6,2003,2014,2
48,"Western Springs College",5,2000,2002,3
48,"Western Springs College",7,2003,2007,3
48,"Western Springs College",8,2008,2017,3
49,"Selwyn College",4,2008,2017,3
49,"Selwyn College",5,2003,2007,3
49,"Selwyn College",6,2000,2002,3
50,"St Mary's College (Ponsonby)",4,2000,2002,4
50,"St Mary's College (Ponsonby)",5,2003,2007,4
50,"St Mary's College (Ponsonby)",7,2008,2014,4
50,"St Mary's College (Ponsonby)",8,2015,2017,4
51,"St Paul's College (Ponsonby)",2,2002,2017,2
51,"St Paul's College (Ponsonby)",3,2000,2014,2
52,"Tyndale Park Christian School",99,2000,2017,1
53,"Auckland Girls' Grammar School",3,2000,2017,3
53,"Auckland Girls' Grammar School",4,2003,2004,3
53,"Auckland Girls' Grammar School",5,2005,2014,3
54,"Auckland Grammar",9,2015,2017,2
54,"Auckland Grammar",10,2000,2014,2
55,"Auckland Metropolitan College",5,2000,2001,1
56,"Queen Victoria School",3,2000,2001,1
57,"Tamaki College",1,2000,2017,1
58,"Tangaroa College",1,2000,2017,1
59,"Sacred Heart College (Auckland)",8,2000,2017,1
60,"Saint Kentigern Girls' School",10,2000,2014,2
60,"Saint Kentigern Girls' School",99,2003,2017,2
61,"Baradene College",9,2000,2017,2
61,"Baradene College",10,2005,2007,2
62,"St Peter's College (Epsom)",6,2000,2002,3
62,"St Peter's College (Epsom)",7,2003,2007,3
62,"St Peter's College (Epsom)",8,2008,2017,3
63,"Marcellin College",2,2015,2017,2
63,"Marcellin College",3,2000,2014,2
64,"Epsom Girls Grammar School",9,2008,2017,2
64,"Epsom Girls Grammar School",10,2000,2007,2
65,"Glendowie College",6,2000,2002,3
65,"Glendowie College",9,2003,2014,3
65,"Glendowie College",10,2015,2017,3
66,"Dilworth School",4,2008,2017,2
66,"Dilworth School",5,2000,2007,2
67,"Diocesan School For Girls",10,2000,2017,2
67,"Diocesan School For Girls",99,2003,2015,2
68,"St Cuthbert's College (Epsom)",10,2000,2017,2
68,"St Cuthbert's College (Epsom)",99,2003,2007,2
69,"Mt Albert Grammar School",4,2000,2002,3
69,"Mt Albert Grammar School",5,2003,2007,3
69,"Mt Albert Grammar School",7,2008,2017,3
70,"Marist College",5,2000,2002,3
70,"Marist College",6,2003,2007,3
70,"Marist College",7,2008,2017,3
73,"Hebron Christian College (Auckland)",7,2015,2017,3
73,"Hebron Christian College (Auckland)",8,2000,2014,3
73,"Hebron Christian College (Auckland)",9,2003,2007,3
74,"Mt Roskill Grammar",4,2000,2017,1
75,"Lynfield College",6,2015,2017,3
75,"Lynfield College",7,2001,2014,3
75,"Lynfield College",8,2000,2000,3
77,"Bethlehem College",9,2000,2017,2
77,"Bethlehem College",10,2008,2014,2
78,"Avondale College",4,2008,2017,2
78,"Avondale College",5,2000,2007,2
79,"Edgewater College",2,2015,2017,3
79,"Edgewater College",3,2003,2004,3
79,"Edgewater College",4,2000,2014,3
80,"Pakuranga College",7,2015,2017,4
80,"Pakuranga College",8,2008,2014,4
80,"Pakuranga College",9,2003,2007,4
80,"Pakuranga College",10,2000,2002,4
81,"St Kentigern College (Pakuranga)",10,2000,2017,2
81,"St Kentigern College (Pakuranga)",99,2003,2007,2
82,"Aidanfield Christian School",6,2003,2004,3
82,"Aidanfield Christian School",7,2005,2014,3
82,"Aidanfield Christian School",8,2000,2017,3
83,"Kelston Boys' High School",3,2002,2017,2
83,"Kelston Boys' High School",4,2000,2014,2
84,"Kelston Girls' College",2,2015,2017,3
84,"Kelston Girls' College",3,2003,2014,3
84,"Kelston Girls' College",4,2000,2007,3
85,"One Tree Hill College",2,2000,2002,2
85,"One Tree Hill College",3,2003,2017,2
86,"Onehunga High School",3,2000,2017,2
86,"Onehunga High School",4,2008,2014,2
87,"Howick College",8,2015,2017,2
87,"Howick College",10,2000,2014,2
88,"Otahuhu College",1,2000,2017,1
89,"Kings College",10,2000,2017,1
90,"McAuley High School",1,2000,2017,1
91,"Mangere College",1,2000,2017,1
93,"Auckland Seventh-Day Adventist H S",1,2015,2017,2
93,"Auckland Seventh-Day Adventist H S",2,2000,2014,2
94,"De La Salle College",1,2000,2017,1
95,"Papatoetoe High School",3,2008,2017,2
95,"Papatoetoe High School",4,2000,2007,2
96,"Aorere College",2,2000,2017,1
97,"Sir Edmund Hillary Collegiate Senior School",1,2000,2017,1
99,"Manurewa High School",1,2015,2017,3
99,"Manurewa High School",2,2008,2014,3
99,"Manurewa High School",3,2000,2007,3
100,"James Cook High School",1,2008,2017,2
100,"James Cook High School",2,2000,2007,2
101,"Papakura High School",1,2015,2017,2
101,"Papakura High School",2,2000,2014,2
102,"Rosehill College",5,2015,2017,3
102,"Rosehill College",6,2008,2014,3
102,"Rosehill College",7,2000,2007,3
103,"Pukekohe High School",6,2000,2017,1
104,"Wesley College",1,2015,2017,2
104,"Wesley College",2,2000,2014,2
105,"Waiuku College",6,2000,2017,2
105,"Waiuku College",7,2003,2014,2
106,"Tuakau College",3,2003,2007,2
106,"Tuakau College",4,2000,2017,2
107,"St Stephen's School (Bombay)",3,2000,2000,1
108,"Onewhero Area School",5,2000,2002,3
108,"Onewhero Area School",6,2003,2017,3
108,"Onewhero Area School",7,2008,2014,3
109,"Coromandel Area School",3,2000,2017,1
110,"Mercury Bay Area School",4,2003,2007,3
110,"Mercury Bay Area School",5,2015,2017,3
110,"Mercury Bay Area School",6,2000,2014,3
111,"Thames High School",5,2015,2017,3
111,"Thames High School",6,2000,2014,3
111,"Thames High School",7,2005,2007,3
112,"Hauraki Plains College",4,2000,2007,3
112,"Hauraki Plains College",5,2015,2017,3
112,"Hauraki Plains College",6,2008,2014,3
113,"Paeroa College",2,2003,2017,2
113,"Paeroa College",3,2000,2002,2
114,"Waihi College",3,2000,2014,2
114,"Waihi College",4,2003,2017,2
115,"Te Kauwhata College",3,2003,2007,3
115,"Te Kauwhata College",4,2000,2017,3
115,"Te Kauwhata College",5,2008,2014,3
116,"Te Aroha College",4,2008,2017,3
116,"Te Aroha College",5,2003,2007,3
116,"Te Aroha College",6,2000,2002,3
117,"Katikati College",6,2000,2017,1
118,"Mt Maunganui College",4,2000,2007,3
118,"Mt Maunganui College",5,2008,2014,3
118,"Mt Maunganui College",6,2015,2017,3
119,"Huntly College",1,2000,2017,1
120,"Otumoetai College",7,2015,2017,2
120,"Otumoetai College",8,2000,2014,2
121,"Tauranga Boys' College",5,2000,2002,2
121,"Tauranga Boys' College",6,2003,2017,2
122,"Tauranga Girls' College",6,2000,2017,1
123,"Te Puke High School",3,2015,2017,3
123,"Te Puke High School",4,2000,2002,3
123,"Te Puke High School",5,2003,2014,3
124,"Matamata College",6,2008,2017,2
124,"Matamata College",7,2000,2007,2
125,"Raglan Area School",2,2000,2002,3
125,"Raglan Area School",3,2003,2007,3
125,"Raglan Area School",4,2008,2017,3
126,"Morrinsville College",6,2000,2017,1
127,"Ngaruawahia High School",1,2000,2017,2
127,"Ngaruawahia High School",2,2008,2015,2
128,"Church College Of New Zealand",3,2000,2004,3
128,"Church College Of New Zealand",4,2005,2007,3
128,"Church College Of New Zealand",5,2008,2009,3
129,"Fairfield College",3,2000,2017,2
129,"Fairfield College",4,2008,2014,2
130,"St Paul's Collegiate (Hamilton)",9,2015,2017,2
130,"St Paul's Collegiate (Hamilton)",10,2000,2014,2
131,"Hamilton Boys' High School",7,2000,2017,2
131,"Hamilton Boys' High School",8,2003,2014,2
132,"Hamilton Girls' High School",6,2003,2017,2
132,"Hamilton Girls' High School",7,2000,2007,2
133,"Raphael House Rudolf Steiner Area School",9,2000,2002,2
133,"Raphael House Rudolf Steiner Area School",10,2003,2017,2
134,"Flaxmere College",1,2000,2017,1
135,"Fraser High School",4,2000,2017,2
135,"Fraser High School",5,2003,2007,2
136,"St John's College (Hillcrest)",7,2000,2017,2
136,"St John's College (Hillcrest)",8,2003,2007,2
137,"Melville High School",4,2000,2017,1
138,"Hillcrest High School",7,2015,2017,3
138,"Hillcrest High School",8,2008,2014,3
138,"Hillcrest High School",9,2000,2007,3
139,"Sacred Heart Girls' College (Ham)",7,2000,2017,2
139,"Sacred Heart Girls' College (Ham)",8,2003,2007,2
140,"Waikato Diocesan School For Girls",10,2000,2017,1
141,"St Peter's School (Cambridge)",9,2015,2017,3
141,"St Peter's School (Cambridge)",10,2008,2014,3
141,"St Peter's School (Cambridge)",99,2000,2007,3
142,"Cambridge High School",8,2000,2007,2
142,"Cambridge High School",9,2008,2017,2
143,"Trident High School",3,2000,2004,3
143,"Trident High School",4,2005,2017,3
143,"Trident High School",5,2008,2014,3
144,"Whakatane High School",4,2003,2017,2
144,"Whakatane High School",5,2000,2002,2
145,"Edgecumbe College",2,2003,2007,2
145,"Edgecumbe College",3,2000,2017,2
146,"Te Awamutu College",5,2000,2017,2
146,"Te Awamutu College",6,2003,2014,2
147,"Te Whanau-A-Apanui Area School",1,2000,2015,1
148,"Opotiki College",1,2000,2014,2
148,"Opotiki College",2,2003,2017,2
149,"Kawerau College",1,2000,2012,1
150,"Putaruru High School",4,2000,2003,1
151,"Western Heights High School",2,2000,2002,3
151,"Western Heights High School",3,2003,2007,3
151,"Western Heights High School",4,2008,2017,3
152,"Rotorua Boys' High School",3,2012,2017,3
152,"Rotorua Boys' High School",4,2003,2011,3
152,"Rotorua Boys' High School",5,2000,2007,3
153,"Rotorua Girls' High School",3,2012,2017,3
153,"Rotorua Girls' High School",4,2008,2011,3
153,"Rotorua Girls' High School",5,2000,2007,3
154,"Rotorua Lakes High School",4,2000,2002,3
154,"Rotorua Lakes High School",5,2008,2017,3
154,"Rotorua Lakes High School",6,2003,2007,3
157,"Otorohanga College",4,2003,2017,2
157,"Otorohanga College",5,2000,2002,2
158,"Tokoroa High School",2,2000,2017,1
159,"Forest View High School",2,2015,2017,2
159,"Forest View High School",3,2000,2014,2
160,"Te Kuiti High School",2,2015,2017,2
160,"Te Kuiti High School",3,2000,2014,2
161,"Benneydale School",1,2000,2014,2
161,"Benneydale School",2,2015,2017,2
162,"Piopio College",4,2003,2014,2
162,"Piopio College",5,2000,2017,2
164,"Reporoa College",6,2003,2017,3
164,"Reporoa College",7,2001,2007,3
164,"Reporoa College",8,2000,2000,3
165,"Rangitahi College",1,2000,2012,1
166,"Tauhara College",5,2008,2014,3
166,"Tauhara College",6,2000,2017,3
166,"Tauhara College",7,2005,2006,3
167,"Taupo-nui-a-Tia College",4,2003,2007,4
167,"Taupo-nui-a-Tia College",5,2000,2017,4
167,"Taupo-nui-a-Tia College",6,2009,2014,4
167,"Taupo-nui-a-Tia College",7,2008,2008,4
168,"Tongariro High School",1,2000,2002,2
168,"Tongariro High School",2,2003,2003,2
169,"Taumarunui High School",2,2000,2017,1
170,"Waitara High School",2,2000,2014,2
170,"Waitara High School",3,2015,2017,2
171,"New Plymouth Boys' High School",7,2003,2017,2
171,"New Plymouth Boys' High School",8,2000,2009,2
172,"New Plymouth Girls' High School",7,2003,2017,2
172,"New Plymouth Girls' High School",8,2000,2002,2
173,"Spotswood College",5,2000,2017,1
174,"Sacred Heart Girls' College (N Plymouth)",7,2003,2007,2
174,"Sacred Heart Girls' College (N Plymouth)",8,2000,2017,2
175,"Francis Douglas Memorial College",7,2000,2002,2
175,"Francis Douglas Memorial College",8,2003,2017,2
176,"Ohura Valley Primary",1,2000,2017,3
176,"Ohura Valley Primary",2,2003,2014,3
176,"Ohura Valley Primary",3,2008,2012,3
177,"Inglewood High School",6,2008,2014,2
177,"Inglewood High School",7,2000,2017,2
178,"Okato College",5,2000,2004,1
179,"Stratford High School",4,2000,2017,2
179,"Stratford High School",5,2003,2007,2
180,"St Mary's Diocesan School (Stratford)",5,2015,2017,4
180,"St Mary's Diocesan School (Stratford)",6,2008,2014,4
180,"St Mary's Diocesan School (Stratford)",7,2003,2007,4
180,"St Mary's Diocesan School (Stratford)",8,2000,2002,4
181,"Opunake High School",4,2003,2017,2
181,"Opunake High School",5,2000,2007,2
182,"Hawera High School",5,2000,2017,1
183,"Ruapehu College",2,2015,2017,3
183,"Ruapehu College",3,2003,2014,3
183,"Ruapehu College",4,2000,2002,3
184,"Taihape College",4,2000,2002,2
184,"Taihape College",5,2003,2004,2
185,"Patea Area School",1,2000,2017,1
186,"Waverley High School",2,2000,2006,2
186,"Waverley High School",3,2003,2004,2
187,"Whanganui City College",2,2000,2017,1
188,"Whanganui Girls' College",3,2008,2017,2
188,"Whanganui Girls' College",4,2000,2007,2
189,"Whanganui High School",4,2015,2017,3
189,"Whanganui High School",5,2008,2014,3
189,"Whanganui High School",6,2000,2007,3
190,"Cullinane College",3,2008,2014,2
190,"Cullinane College",4,2000,2017,2
191,"Longburn Adventist College",5,2015,2017,2
191,"Longburn Adventist College",6,2000,2014,2
192,"Wanganui Collegiate School",9,2000,2017,2
192,"Wanganui Collegiate School",10,2003,2014,2
193,"Sacred Heart College (Wanganui)",6,2000,2002,1
194,"Turakina Maori Girls' College",2,2000,2007,2
194,"Turakina Maori Girls' College",3,2008,2015,2
195,"Rangitikei College",3,2008,2017,2
195,"Rangitikei College",4,2000,2007,2
196,"Nga Tawa Diocesan School",9,2008,2017,3
196,"Nga Tawa Diocesan School",10,2000,2002,3
196,"Nga Tawa Diocesan School",99,2003,2007,3
197,"Feilding High School",5,2008,2017,2
197,"Feilding High School",6,2000,2007,2
198,"Awatapu College",4,2015,2017,4
198,"Awatapu College",5,2008,2014,4
198,"Awatapu College",6,2003,2007,4
198,"Awatapu College",7,2000,2002,4
199,"Hato Paora College",2,2003,2004,3
199,"Hato Paora College",3,2000,2014,3
199,"Hato Paora College",4,2015,2017,3
200,"Freyberg High School",5,2015,2017,3
200,"Freyberg High School",6,2000,2014,3
200,"Freyberg High School",7,2005,2007,3
201,"Queen Elizabeth College",3,2008,2017,2
201,"Queen Elizabeth College",4,2000,2007,2
202,"Palmerston North Boys' High School",8,2000,2017,2
202,"Palmerston North Boys' High School",9,2003,2014,2
203,"Palmerston North Girls' High School",8,2015,2017,2
203,"Palmerston North Girls' High School",9,2000,2014,2
204,"St Peter's College (Palmerston North)",6,2015,2017,3
204,"St Peter's College (Palmerston North)",7,2000,2014,3
204,"St Peter's College (Palmerston North)",8,2003,2007,3
205,"Manawatu College",2,2000,2017,1
206,"Ngata Memorial College",1,2003,2017,2
206,"Ngata Memorial College",2,2000,2002,2
207,"Waikohu College",1,2003,2010,2
207,"Waikohu College",2,2000,2002,2
208,"Lytton High School",2,2000,2014,2
208,"Lytton High School",3,2015,2017,2
209,"Gisborne Boys' High School",3,2000,2017,1
210,"Gisborne Girls' High School",3,2008,2017,2
210,"Gisborne Girls' High School",4,2000,2007,2
211,"Campion College",5,2000,2002,3
211,"Campion College",6,2003,2017,3
211,"Campion College",7,2005,2007,3
212,"Tolaga Bay Area School",1,2015,2017,2
212,"Tolaga Bay Area School",2,2000,2014,2
213,"Te Waha-O-Rerekohu Area School",1,2003,2004,2
213,"Te Waha-O-Rerekohu Area School",2,2000,2002,2
214,"Wairoa College",1,2000,2017,2
214,"Wairoa College",2,2008,2014,2
215,"Taradale High School",7,2015,2017,3
215,"Taradale High School",8,2002,2014,3
215,"Taradale High School",9,2000,2007,3
216,"Napier Boys' High School",5,2000,2007,2
216,"Napier Boys' High School",6,2008,2017,2
217,"Napier Girls' High School",6,2000,2017,3
217,"Napier Girls' High School",7,2008,2014,3
217,"Napier Girls' High School",8,2003,2007,3
218,"Tamatea High School",3,2008,2017,3
218,"Tamatea High School",4,2003,2007,3
218,"Tamatea High School",5,2000,2002,3
219,"Sacred Heart College (Napier)",5,2000,2017,1
220,"William Colenso College",2,2003,2017,2
220,"William Colenso College",3,2000,2002,2
221,"Te Wharekura o Ruatoki",1,2003,2014,2
221,"Te Wharekura o Ruatoki",2,2000,2017,2
222,"St Joseph's Maori Girls' College",2,2003,2017,2
222,"St Joseph's Maori Girls' College",3,2000,2014,2
223,"Havelock North High School",8,2000,2017,2
223,"Havelock North High School",9,2005,2014,2
224,"Iona College",9,2000,2014,2
224,"Iona College",10,2003,2017,2
225,"Woodford House",9,2008,2017,2
225,"Woodford House",10,2000,2007,2
226,"St John's College (Hastings)",4,2000,2017,2
226,"St John's College (Hastings)",5,2008,2014,2
227,"Hastings Boys' High School",2,2000,2017,1
228,"Hastings Girls' High School",2,2000,2014,2
228,"Hastings Girls' High School",3,2003,2017,2
229,"Karamu High School",3,2000,2007,2
229,"Karamu High School",4,2008,2017,2
230,"Lindisfarne College",9,2000,2017,2
230,"Lindisfarne College",10,2003,2014,2
231,"Taikura Rudolf Steiner School",6,2008,2017,2
231,"Taikura Rudolf Steiner School",7,2000,2007,2
232,"Te Aute College",2,2003,2007,2
232,"Te Aute College",3,2000,2017,2
233,"Central Hawkes Bay College",4,2000,2017,2
233,"Central Hawkes Bay College",5,2003,2007,2
234,"Dannevirke High School",4,2003,2017,2
234,"Dannevirke High School",5,2000,2002,2
235,"Tararua College",3,2015,2017,4
235,"Tararua College",4,2008,2014,4
235,"Tararua College",5,2000,2007,4
235,"Tararua College",6,2003,2004,4
236,"Horowhenua College",3,2008,2017,3
236,"Horowhenua College",4,2003,2007,3
236,"Horowhenua College",5,2000,2002,3
237,"Waiopehu College",2,2008,2017,2
237,"Waiopehu College",3,2000,2007,2
238,"Kaitaia Abundant Life School",2,2000,2017,2
238,"Kaitaia Abundant Life School",3,2003,2007,2
239,"Homeleigh Christian School",99,2000,2007,1
240,"Otaki College",3,2003,2004,2
240,"Otaki College",4,2000,2017,2
241,"Wairarapa College",6,2000,2017,2
241,"Wairarapa College",7,2003,2007,2
242,"Solway College",7,2015,2017,3
242,"Solway College",8,2000,2014,3
242,"Solway College",9,2005,2007,3
243,"Makoura College",2,2010,2014,3
243,"Makoura College",3,2000,2017,3
243,"Makoura College",4,2003,2007,3
244,"Chanel College",5,2000,2017,2
244,"Chanel College",6,2003,2007,2
245,"Rathkeale College",9,2008,2017,2
245,"Rathkeale College",10,2000,2007,2
246,"St Matthew's Collegiate (Masterton)",9,2008,2017,2
246,"St Matthew's Collegiate (Masterton)",10,2000,2007,2
247,"Kapiti College",8,2000,2017,2
247,"Kapiti College",9,2003,2007,2
248,"Paraparaumu College",8,2000,2017,2
248,"Paraparaumu College",9,2005,2007,2
249,"Kuranui College",4,2000,2002,4
249,"Kuranui College",5,2008,2014,4
249,"Kuranui College",6,2003,2017,4
249,"Kuranui College",7,2005,2007,4
250,"Upper Hutt College",6,2015,2017,3
250,"Upper Hutt College",7,2000,2014,3
250,"Upper Hutt College",8,2005,2007,3
251,"Heretaunga College",6,2008,2017,2
251,"Heretaunga College",7,2000,2007,2
252,"St Patrick's College (Silverstream)",8,2015,2017,2
252,"St Patrick's College (Silverstream)",9,2000,2014,2
253,"Aotea College",2,2000,2004,3
253,"Aotea College",3,2005,2007,3
253,"Aotea College",5,2008,2017,3
254,"Mana College",2,2000,2017,2
254,"Mana College",3,2015,2016,2
255,"Porirua College",1,2000,2017,1
256,"Bishop Viard College",1,2015,2017,2
256,"Bishop Viard College",2,2000,2014,2
257,"Tawa College",8,2015,2017,3
257,"Tawa College",9,2000,2014,3
257,"Tawa College",10,2005,2007,3
258,"Taita College",2,2015,2017,3
258,"Taita College",3,2000,2014,3
258,"Taita College",4,2003,2007,3
259,"Naenae College",2,2003,2014,2
259,"Naenae College",3,2000,2017,2
260,"St Bernard's College",4,2000,2002,3
260,"St Bernard's College",5,2003,2014,3
260,"St Bernard's College",6,2015,2017,3
261,"Hutt Valley High School",8,2000,2017,2
261,"Hutt Valley High School",9,2003,2007,2
262,"Sacred Heart College (Lower Hutt)",7,2000,2017,1
263,"Chilton St James School",10,2008,2017,2
263,"Chilton St James School",99,2000,2007,2
264,"Prospect College",10,2000,2001,1
265,"St Oran's College",10,2000,2017,1
266,"Waipa Christian School",4,2000,2002,3
266,"Waipa Christian School",6,2003,2014,3
266,"Waipa Christian School",7,2015,2017,3
268,"Newlands College",9,2000,2017,1
269,"Onslow College",10,2000,2017,1
270,"Parkway College",3,2000,2001,1
271,"Wainuiomata College",3,2000,2001,1
272,"Wellington Girls' College",10,2000,2017,1
273,"Wellington High School and Com Ed Centre",8,2000,2007,2
273,"Wellington High School and Com Ed Centre",9,2008,2017,2
274,"Wellington East Girls' College",6,2000,2004,3
274,"Wellington East Girls' College",7,2005,2007,3
274,"Wellington East Girls' College",8,2008,2017,3
275,"Wellington College",10,2000,2017,1
276,"St Patrick's College (Kilbirnie)",7,2003,2004,2
276,"St Patrick's College (Kilbirnie)",8,2000,2017,2
277,"Rongotai College",5,2000,2007,2
277,"Rongotai College",6,2008,2017,2
278,"Queen Margaret College",10,2000,2017,1
279,"TKKM o Hoani Waititi",3,2000,2017,2
279,"TKKM o Hoani Waititi",4,2008,2014,2
280,"Samuel Marsden Collegiate School",10,2000,2017,1
281,"Scots College",10,2000,2017,1
282,"Te Kura Amorangi o Whakawatea",3,2000,2007,2
282,"Te Kura Amorangi o Whakawatea",4,2008,2017,2
283,"Otamatea Christian School",6,2000,2014,3
283,"Otamatea Christian School",7,2003,2004,3
283,"Otamatea Christian School",99,2015,2017,3
284,"St Catherines College (Kilbirnie)",5,2003,2004,2
284,"St Catherines College (Kilbirnie)",6,2000,2017,2
286,"St Mary's College (Wellington)",9,2000,2017,2
286,"St Mary's College (Wellington)",10,2005,2007,2
287,"Queen Charlotte College",3,2000,2007,3
287,"Queen Charlotte College",4,2008,2014,3
287,"Queen Charlotte College",6,2015,2017,3
288,"Marlborough Boys' College",6,2015,2017,3
288,"Marlborough Boys' College",7,2000,2014,3
288,"Marlborough Boys' College",8,2003,2004,3
289,"Marlborough Girls' College",6,2005,2007,3
289,"Marlborough Girls' College",7,2003,2017,3
289,"Marlborough Girls' College",8,2000,2002,3
290,"Collingwood Area School",6,2003,2014,3
290,"Collingwood Area School",7,2015,2017,3
290,"Collingwood Area School",8,2000,2002,3
291,"Rai Valley Area School",5,2003,2017,2
291,"Rai Valley Area School",6,2000,2014,2
292,"Golden Bay High School",6,2000,2017,1
293,"Nayland College",6,2008,2017,2
293,"Nayland College",7,2000,2007,2
294,"Nelson College",7,2005,2017,2
294,"Nelson College",8,2000,2004,2
295,"Nelson College For Girls",7,2005,2017,2
295,"Nelson College For Girls",8,2000,2004,2
296,"Waimea College",8,2003,2017,2
296,"Waimea College",9,2000,2002,2
297,"Tapawera Area School",4,2008,2017,2
297,"Tapawera Area School",5,2000,2007,2
298,"Motueka High School",4,2005,2014,2
298,"Motueka High School",5,2000,2017,2
299,"Murchison Area School",4,2008,2017,4
299,"Murchison Area School",5,2000,2002,4
299,"Murchison Area School",6,2005,2007,4
299,"Murchison Area School",7,2003,2004,4
300,"Karamea Area School",4,2000,2017,3
300,"Karamea Area School",5,2005,2014,3
300,"Karamea Area School",6,2003,2004,3
301,"Buller High School",3,2000,2014,3
301,"Buller High School",4,2003,2004,3
301,"Buller High School",5,2015,2017,3
302,"Inangahua College",3,2003,2003,2
302,"Inangahua College",5,2000,2002,2
303,"Greymouth High School",4,2003,2017,2
303,"Greymouth High School",5,2000,2002,2
304,"John Paul II High School",4,2008,2014,3
304,"John Paul II High School",5,2005,2007,3
304,"John Paul II High School",6,2000,2017,3
305,"Westland High School",4,2005,2007,3
305,"Westland High School",5,2003,2004,3
305,"Westland High School",6,2000,2017,3
306,"South Westland Area School",4,2005,2014,3
306,"South Westland Area School",5,2003,2017,3
306,"South Westland Area School",8,2000,2002,3
307,"Kaikoura High School",4,2008,2017,3
307,"Kaikoura High School",5,2000,2002,3
307,"Kaikoura High School",6,2003,2007,3
308,"Amuri Area School",8,2003,2017,2
308,"Amuri Area School",9,2000,2002,2
309,"Cheviot Area School",4,2015,2017,2
309,"Cheviot Area School",7,2000,2014,2
310,"Oxford Area School",7,2000,2017,2
310,"Oxford Area School",8,2003,2004,2
311,"Hurunui College",6,2005,2007,2
